UserId, SessionType, dt in ms, HeadOrigin.x, HeadOrigin.y, HeadOrigin.z, HeadDir.x, HeadDir.y, HeadDir.z, EyeOrigin.x, EyeOrigin.y, EyeOrigin.z, EyeDir.x, EyeDir.y, EyeDir.z, EyeHitPos.x, EyeHitPos.y, EyeHitPos.z
tester, TestScene,2429.8643,0.04928904,-0.09421094,0.03872418,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2479.9107,0.04900216,-0.09384051,0.03834857,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2519.8826,0.04954295,-0.09432617,0.03871464,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2564.8237,0.0491017,-0.09420499,0.03857273,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2619.5681,0.04922168,-0.09417023,0.03872335,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2664.7062,0.04926668,-0.09392776,0.03836278,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2699.9089,0.04935246,-0.09391898,0.03856125,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2739.855,0.0490318,-0.09429628,0.03837257,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2780.0322,0.04919395,-0.09424421,0.03868167,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2809.6522,0.04924223,-0.09419911,0.03854604,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2849.8473,0.04922833,-0.09397821,0.03852337,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2889.702,0.04919545,-0.09395759,0.03855677,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2919.9879,0.04902761,-0.09435321,0.03849832,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2950.0162,0.04908482,-0.09437819,0.03874992,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2979.9776,0.04906796,-0.09426838,0.03858334,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,2999.7311,0.04908291,-0.09416239,0.03867716,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3039.9205,0.04913001,-0.09421496,0.03869473,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3069.9689,0.04912429,-0.09427017,0.0385337,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3099.7932,0.04896351,-0.09415342,0.0385833,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3119.9327,0.04899106,-0.09430573,0.03864443,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3144.8445,0.0490154,-0.09439836,0.03870651,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3169.6994,0.04896611,-0.09435365,0.03873162,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3220.0086,0.04907426,-0.09433805,0.0388667,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3239.868,0.04907229,-0.09436025,0.0386708,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3269.6124,0.04902903,-0.09431465,0.03859378,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3289.6019,0.04895235,-0.09430876,0.03867072,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3314.6396,0.0490326,-0.09431769,0.03861789,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3329.9061,0.04899059,-0.09443156,0.03874188,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3349.754,0.04896306,-0.0944665,0.03886126,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3379.7394,0.04895411,-0.09441777,0.03884204,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3399.9446,0.04899035,-0.09439697,0.03878181,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3429.8013,0.04900308,-0.09444336,0.03875471,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3449.9697,0.04904398,-0.09431686,0.03863285,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3470.0344,0.04903235,-0.09426868,0.03867799,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3489.7266,0.04903655,-0.09423041,0.03867776,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3510.0192,0.04904567,-0.0942478,0.03865365,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3529.7394,0.04899315,-0.09429109,0.03869013,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3549.7318,0.04899679,-0.09444425,0.03876437,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3574.7304,0.04895208,-0.0944346,0.03881893,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3599.8718,0.04887839,-0.0944315,0.03882574,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3619.9919,0.04896887,-0.09452276,0.03877929,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3649.7253,0.04896272,-0.09430996,0.03875393,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3684.88,0.04898579,-0.09425762,0.03869941,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3709.7736,0.04897463,-0.09429741,0.03869452,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3740.1384,0.04889223,-0.09428331,0.0387385,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3769.8884,0.04887654,-0.09445743,0.03876061,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3804.7615,0.04888092,-0.09453916,0.03883284,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3830.0167,0.04895612,-0.09451866,0.03883496,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3859.6758,0.04890554,-0.09435637,0.03876206,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3889.9915,0.04892358,-0.09428046,0.03866557,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3909.9313,0.04893606,-0.09439681,0.03875176,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3939.7027,0.04892062,-0.094432,0.03877913,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3959.6226,0.04885757,-0.09449793,0.03872597,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,3979.7287,0.04891513,-0.09454255,0.0388016,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4009.9522,0.04895166,-0.09450634,0.03875216,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4029.9365,0.04899476,-0.09454925,0.03874039,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4054.79,0.04912272,-0.09465455,0.03876081,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4074.5667,0.04913375,-0.09422017,0.03865968,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4099.7881,0.0490161,-0.09445409,0.03891986,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4119.608,0.04898824,-0.0944258,0.0385861,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4144.825,0.04897114,-0.09442505,0.03873523,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4159.7747,0.04897498,-0.09443763,0.03888309,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4179.815,0.04893874,-0.09449135,0.03886612,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4204.5983,0.04885517,-0.09454632,0.03874955,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4234.8424,0.04898868,-0.09462369,0.03867993,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4249.715,0.04908324,-0.09447727,0.03879351,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4284.6859,0.04917995,-0.09431544,0.03866001,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4314.7887,0.04908454,-0.0944239,0.0384971,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4334.7983,0.04989863,-0.0952626,0.03771767,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4359.8325,0.0495756,-0.0949283,0.03945129,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4389.7482,0.05018901,-0.09617738,0.03844538,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4414.9043,0.04889005,-0.09503183,0.03876091,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4434.9715,0.04941202,-0.09469832,0.03943476,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4469.8827,0.04862688,-0.09461503,0.03835398,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4489.6843,0.04908425,-0.09429535,0.03845131,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4520.0011,0.0491629,-0.09430641,0.0386861,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4540.0504,0.04922982,-0.09424764,0.03881733,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4564.8344,0.04896908,-0.09392744,0.03883503,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4590.0612,0.04894834,-0.09406582,0.03891134,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4614.7954,0.04910488,-0.09432828,0.03899784,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4629.9215,0.04887639,-0.09449292,0.03889394,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4654.8157,0.04878709,-0.09438081,0.03895281,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4680.0455,0.04902124,-0.09424343,0.0389335,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4704.9967,0.04893788,-0.09408689,0.03912362,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4739.8748,0.04884933,-0.09410179,0.03883731,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4759.5853,0.04908403,-0.09420363,0.03878378,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4779.6574,0.04910431,-0.09413913,0.03880364,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4804.8609,0.04893172,-0.09439202,0.03878117,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4829.6158,0.04893225,-0.09443586,0.03885486,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4849.8472,0.04915899,-0.09430753,0.03870356,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4870.0999,0.04917902,-0.09451544,0.03895016,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4899.9018,0.04924174,-0.09463713,0.0390545,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4924.8689,0.04910698,-0.09431119,0.03873561,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4949.837,0.04917081,-0.09432183,0.03891711,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4969.6881,0.04905879,-0.09425027,0.03872512,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,4999.9037,0.04884754,-0.09410412,0.03882889,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5029.8751,0.04908589,-0.09424023,0.03896111,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5049.6869,0.04918839,-0.09413874,0.0384976,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5079.9076,0.04920447,-0.09437156,0.03877584,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5100.0016,0.04917642,-0.09431351,0.03869195,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5139.5929,0.04907482,-0.09452835,0.03886517,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5159.6617,0.04882772,-0.0944683,0.03885569,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5194.9889,0.0488198,-0.09449443,0.03874519,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5209.7368,0.04900699,-0.09455391,0.03884885,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5239.8278,0.04910805,-0.09447321,0.03874264,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5269.8114,0.04913198,-0.09446827,0.03862879,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5299.9154,0.049068,-0.09444159,0.03863645,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5330.2372,0.04882611,-0.0944053,0.03880079,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5360.041,0.04886512,-0.09455381,0.03874839,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5389.6993,0.04884842,-0.09446603,0.03880075,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5419.8556,0.04904217,-0.09492391,0.03866114,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5450.097,0.04899799,-0.09474111,0.03832974,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5480.1436,0.04894605,-0.09464607,0.03888344,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5499.9155,0.04871381,-0.09416612,0.03851924,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5544.83,0.04871336,-0.09472726,0.03898461,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5569.9408,0.04902667,-0.09471034,0.03891708,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5605.0343,0.0488011,-0.09479046,0.03874877,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5629.8087,0.04893015,-0.09458382,0.03876923,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5659.6721,0.04886851,-0.09459563,0.03892083,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5689.8817,0.04873618,-0.09454453,0.03878498,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5720.0363,0.0487733,-0.09439416,0.03898258,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5764.6733,0.04866092,-0.09479007,0.03893489,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5783.9809,0.04847629,-0.0951525,0.03908229,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5809.9277,0.04878494,-0.09508786,0.03874331,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5839.7618,0.04871219,-0.09484872,0.03900814,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5859.8378,0.04845351,-0.0954051,0.03949951,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5880.0144,0.04820909,-0.09607448,0.0397779,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5909.8427,0.04878775,-0.09607081,0.03945491,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5929.6352,0.04802084,-0.09503773,0.03938007,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5959.8339,0.04806109,-0.09445128,0.03911833,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,5999.6207,0.04852279,-0.09415907,0.03864642,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6019.7596,0.04871089,-0.09410353,0.0383605,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6039.8916,0.0489333,-0.09436998,0.03819358,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6070.1468,0.04899849,-0.09439325,0.03814477,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6089.7644,0.04839219,-0.09458619,0.03840054,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6119.6996,0.04825874,-0.0948832,0.03876246,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6139.7946,0.04840654,-0.09493072,0.03882051,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6159.8294,0.04830735,-0.09489034,0.03888897,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6189.9651,0.04859108,-0.09484607,0.03879755,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6220.0127,0.04868893,-0.09482317,0.03920619,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6239.8749,0.04902935,-0.09465242,0.03900499,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6259.7766,0.04909068,-0.09459599,0.03898278,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6290.0121,0.04908894,-0.09436341,0.0388668,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6319.7342,0.04871438,-0.09445623,0.03888712,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6339.8958,0.04890952,-0.09500591,0.03900564,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6369.8275,0.04856772,-0.09497285,0.0386049,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6399.8693,0.0485566,-0.09493711,0.03900271,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6429.879,0.04860974,-0.09472643,0.03905767,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6450.4117,0.04862516,-0.09467593,0.03900594,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6470.1572,0.04883682,-0.09476687,0.03915583,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6504.8889,0.04896093,-0.09467833,0.03923551,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6530.0443,0.04886255,-0.09480239,0.03936367,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6554.7605,0.04872181,-0.09482665,0.03938391,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6584.9194,0.04861311,-0.09502419,0.0395682,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6609.9655,0.04867264,-0.09479596,0.03924447,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6629.8958,0.04876226,-0.09487237,0.03931668,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6660.0327,0.04892632,-0.09458807,0.03909162,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6689.6608,0.04898068,-0.09471826,0.03929211,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6709.9614,0.04896429,-0.09471254,0.03919185,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6739.9404,0.04880994,-0.09472436,0.03911363,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6770.0467,0.04899053,-0.0949734,0.03923832,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6804.4731,0.04867878,-0.09496715,0.03935083,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6829.9584,0.04892943,-0.09491913,0.0391632,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6859.9066,0.04916817,-0.09502311,0.03926671,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6889.6613,0.04912073,-0.09483666,0.03910545,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6920.1672,0.04908952,-0.09450967,0.03902368,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6949.9762,0.04898304,-0.09476016,0.03922724,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,6980.1551,0.0487514,-0.09480876,0.0392532,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7004.9314,0.04875317,-0.09478955,0.03928916,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7039.9955,0.04898507,-0.09520701,0.03914018,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7069.9614,0.04928733,-0.09527215,0.03936292,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7099.9529,0.04909389,-0.09477688,0.03913334,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7130.1154,0.04913056,-0.09444505,0.0391047,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7149.9652,0.04932476,-0.09433477,0.03918167,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7179.7845,0.04902203,-0.09500282,0.0391399,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7204.8009,0.04894394,-0.09510213,0.038973,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7239.8263,0.04888605,-0.09511305,0.03932145,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7279.843,0.04903094,-0.09467953,0.03921355,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7300.0551,0.04899402,-0.09488379,0.03939511,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7329.6906,0.04907567,-0.09464951,0.03933346,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7354.9036,0.04903247,-0.09474181,0.03952796,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7374.8145,0.04881925,-0.09482224,0.03931594,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7399.8093,0.04868102,-0.09492525,0.03920905,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7419.7236,0.04894253,-0.09483515,0.03924263,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7459.9051,0.04894924,-0.09477054,0.03922916,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7479.7192,0.04904094,-0.09471745,0.03923085,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7499.7156,0.04919556,-0.0943356,0.03933305,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7530.1383,0.04905269,-0.09437137,0.03939223,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7549.9567,0.04899899,-0.09462646,0.03942544,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7580.0983,0.04897681,-0.0946717,0.03927374,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7599.8683,0.04884256,-0.09471127,0.039373,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
tester, TestScene,7619.7059,0.04902309,-0.09467614,0.03927568,0,0,0,0,0,0,0,0,0, NaN, NaN, NaN
